,Name,region,country,type,url
25764,National Commission for Science and Technology,Africa,mwi,National government,http://dx.doi.org/10.13039/501100011869
25765,Ministry of National Guard Health Affairs,Asia,sau,Other non-profit organizations,http://dx.doi.org/10.13039/501100011870
25766,Pontifical Catholic University of Peru,Americas,per,Universities (academic only),http://dx.doi.org/10.13039/501100011871
25767,"Laboratório Central de Microscopia Eletrônica, Universidade Federal de Santa Catarina",Americas,bra,Universities (academic only),http://dx.doi.org/10.13039/501100011872
25768,Laboratório Nacional de Luz Síncrotron,Americas,bra,National government,http://dx.doi.org/10.13039/501100011873
25769,Brazilian Center for Research on Energy and Materials,Americas,bra,National government,http://dx.doi.org/10.13039/501100011874
25770,"Ministério da Ciência, Tecnologia, Inovações e Comunicações",Americas,bra,National government,http://dx.doi.org/10.13039/501100011875
25771,Brazilian Biosciences National Laboratory,Americas,bra,National government,http://dx.doi.org/10.13039/501100011876
25772,LNN,Americas,bra,Research institutes and centers,http://dx.doi.org/10.13039/501100011877
25773,Flandern,Europe,bel,National government,http://dx.doi.org/10.13039/501100011878
25774,Laboratory of Excellence in Research on Medication and Innovative Therapeutics,Europe,fra,National government,http://dx.doi.org/10.13039/501100011879
25775,Académie de recherche et d'enseignement supérieur,Europe,bel,Local government,http://dx.doi.org/10.13039/501100011880
25776,NHRP,Oceania,nzl,Other non-profit organizations,http://dx.doi.org/10.13039/501100011889
25777,"Marie Bashir Institute, University of Sydney",Oceania,aus,Universities (academic only),http://dx.doi.org/10.13039/501100011890
25778,UMT,Asia,mys,Universities (academic only),http://dx.doi.org/10.13039/501100011891
25779,Kaohsiung Chang Gung Memorial Hospital,Asia,twn,Other non-profit organizations,http://dx.doi.org/10.13039/501100011892
25780,"Instituto Nacional de Investigaciones Forestales, Agrícolas y Pecuarias",Europe,esp,National government,http://dx.doi.org/10.13039/501100011893
25781,"Natural Sciences Research Institute, University of the Philippines",Asia,phl,Universities (academic only),http://dx.doi.org/10.13039/501100011894
25782,Institut Alam Sekitar dan Pembangunan,Asia,mys,Universities (academic only),http://dx.doi.org/10.13039/501100011895
25783,German Ornithologists’ Society,Europe,deu,Associations and societies (private and public),http://dx.doi.org/10.13039/501100011896
25784,Rockwool Foundation,Europe,dnk,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100011897
25785,Marianne och Marcus Wallenbergs Stiftelse,Europe,swe,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100011898
25786,VVGE,Europe,bel,Associations and societies (private and public),http://dx.doi.org/10.13039/501100011899
25787,ICSA,Europe,fra,Other non-profit organizations,http://dx.doi.org/10.13039/501100011900
25788,"Rajiv Gandhi Science and Technology Commission of the Government of Maharashtra, India",Asia,ind,National government,http://dx.doi.org/10.13039/501100011901
25789,"Japan Railway Construction, Transport and Technology Agency",Asia,jpn,National government,http://dx.doi.org/10.13039/501100011902
25790,Richter Gedeon Talentum Alapítvány,Europe,hun,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100011903
25791,Nagao Natural Environment Foundation,Asia,jpn,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100011904
25792,Evald ja Hilda Nissin Säätiö,Europe,fin,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100011905
25793,Bavarian Research Alliance,Europe,deu,Other non-profit organizations,http://dx.doi.org/10.13039/501100011906
25794,Mishima Kaiun Memorial Foundation,Asia,jpn,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100011907
25795,KNA,Asia,kor,National government,http://dx.doi.org/10.13039/501100011908
25796,Charitable Trust Fund for Ophthalmic Research in Commemoration of Santen Pharmaceutical's Founder,Asia,jpn,Other non-profit organizations,http://dx.doi.org/10.13039/501100011909
25797,German Equestrian Federation,Europe,deu,Associations and societies (private and public),http://dx.doi.org/10.13039/501100011910
25798,Instituto Nacional de Ciência e Tecnologia em Medicina Assistida por Computação Científica,Americas,bra,Research institutes and centers,http://dx.doi.org/10.13039/501100011911
25799,Taipei Veterans General Hospital,Asia,twn,Other non-profit organizations,http://dx.doi.org/10.13039/501100011912
25800,Kaohsiung Veterans General Hospital,Asia,twn,Other non-profit organizations,http://dx.doi.org/10.13039/501100011913
25801,Mälardalen University,Europe,swe,Universities (academic only),http://dx.doi.org/10.13039/501100011914
25802,Taylor’s University,Asia,mys,Universities (academic only),http://dx.doi.org/10.13039/501100011915
25803,JKF Kinderfonds,Europe,nld,Other non-profit organizations,http://dx.doi.org/10.13039/501100011916
25804,Hormozgan University of Medical Sciences,Asia,irn,Universities (academic only),http://dx.doi.org/10.13039/501100011917
25805,Centre Lyonnais d'Acoustique,Europe,fra,Universities (academic only),http://dx.doi.org/10.13039/501100011918
25806,Federal University of the State of Rio de Janeiro,Americas,bra,Universities (academic only),http://dx.doi.org/10.13039/501100011919
25807,Ernst & Ethel Eriksen Trust,Africa,zaf,Other non-profit organizations,http://dx.doi.org/10.13039/501100011920
25808,Assam Science Technology & Environment Council,Asia,ind,Local government,http://dx.doi.org/10.13039/501100011921
25809,GISTDA,Asia,tha,National government,http://dx.doi.org/10.13039/501100011922
25810,KDDI Foundation in Japan,Asia,jpn,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100011923
25811,A.I.S.B.L. European Society of Anaesthesiology,Europe,bel,Associations and societies (private and public),http://dx.doi.org/10.13039/501100011924
25812,European Society of Human Reproduction and Embryology,Europe,bel,Associations and societies (private and public),http://dx.doi.org/10.13039/501100011925
25813,EAHAD,Europe,bel,Associations and societies (private and public),http://dx.doi.org/10.13039/501100011926
25814,Société Européenne d'Endoscopie Gastro Intestinale,Europe,fra,Associations and societies (private and public),http://dx.doi.org/10.13039/501100011927
25815,SAKK,Europe,che,Associations and societies (private and public),http://dx.doi.org/10.13039/501100011928
25816,Operational Competitiveness Programme,Europe,prt,National government,http://dx.doi.org/10.13039/501100011929
25817,Beijing Medical and Health Foundation,Asia,chn,Local government,http://dx.doi.org/10.13039/501100011930
25818,北京印刷学院,Asia,chn,Universities (academic only),http://dx.doi.org/10.13039/501100011932
25819,Chongqing Science and Technology Foundation,Asia,chn,Local government,http://dx.doi.org/10.13039/501100011933
25820,Beijing Jiaotong University Education Foundation,Asia,chn,Local government,http://dx.doi.org/10.13039/501100011934
25821,Sichuan University Education Foundation,Asia,chn,Local government,http://dx.doi.org/10.13039/501100011935
25822,IIRF,Asia,sau,Other non-profit organizations,http://dx.doi.org/10.13039/501100011949
25823,BMA Foundation,Europe,gbr,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100011950
25824,African Union,Africa,eth,Associations and societies (private and public),http://dx.doi.org/10.13039/501100011951
25825,ESCP,Europe,nld,Associations and societies (private and public),http://dx.doi.org/10.13039/501100011952
25826,Organizzazione Internazionale della Vigna e del Vino,Europe,fra,Associations and societies (private and public),http://dx.doi.org/10.13039/501100011953
25827,Alpro Foundation VZW,Europe,bel,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100011954
25828,European Society of Regional Anaesthesia & Pain Therapy,Europe,che,Associations and societies (private and public),http://dx.doi.org/10.13039/501100011955
25829,Internationale Vereinigung der Schall- und audiovisuellen Archive,Europe,nld,Associations and societies (private and public),http://dx.doi.org/10.13039/501100011956
25830,AWR,Europe,nor,Other non-profit organizations,http://dx.doi.org/10.13039/501100011957
25831,DFF,Europe,dnk,Other non-profit organizations,http://dx.doi.org/10.13039/501100011958
25832,Institute of Development and Economic Alternatives,Asia,pak,Other non-profit organizations,http://dx.doi.org/10.13039/501100011959
25833,Debra International,Europe,aut,International organizations,http://dx.doi.org/10.13039/501100011960
25834,Stiftung set,Europe,deu,Other non-profit organizations,http://dx.doi.org/10.13039/501100011961
25835,BIS,Europe,che,Other non-profit organizations,http://dx.doi.org/10.13039/501100011962
25836,EAN,Europe,aut,Other non-profit organizations,http://dx.doi.org/10.13039/501100011963
25837,RACGP Foundation,Oceania,aus,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100011969
25838,International Team for Implantology,Europe,che,Associations and societies (private and public),http://dx.doi.org/10.13039/501100011970
25839,JALT,Asia,jpn,Associations and societies (private and public),http://dx.doi.org/10.13039/501100011971
25840,Hakuho Foundation,Asia,jpn,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100011972
25841,Gannan Normal University,Asia,chn,Local government,http://dx.doi.org/10.13039/501100011989
25842,Nanjing Science and Technology Commission,Asia,chn,Local government,http://dx.doi.org/10.13039/501100011990
25843,Dongbei University of Finance and Economics,Asia,chn,Local government,http://dx.doi.org/10.13039/501100011991
25844,Tianjin Foreign Studies University,Asia,chn,Local government,http://dx.doi.org/10.13039/501100011992
25845,Xi'an International Studies University,Asia,chn,Local government,http://dx.doi.org/10.13039/501100011993
25846,SISU,Asia,chn,Local government,http://dx.doi.org/10.13039/501100011994
25847,SHUPL,Asia,chn,Local government,http://dx.doi.org/10.13039/501100011995
25848,DMU,Asia,chn,Local government,http://dx.doi.org/10.13039/501100011996
25849,Dalian Polytechnic University,Asia,chn,Local government,http://dx.doi.org/10.13039/501100011997
25850,Mudanjiang Normal University,Asia,chn,Local government,http://dx.doi.org/10.13039/501100011998
25851,Xi'an Shiyou University,Asia,chn,Local government,http://dx.doi.org/10.13039/501100011999
25852,All Japan Coffee Association,Asia,jpn,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012000
25853,Amano Institute of Technology,Asia,jpn,Other non-profit organizations,http://dx.doi.org/10.13039/501100012001
25854,Descente and Ishimoto Memorial Foundation for the Promotion of Sports Science,Asia,jpn,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012002
25855,DSM Research BV,Europe,nld,For-profit companies (industry),http://dx.doi.org/10.13039/501100012003
25856,Epidemiological and Clinical Research Information Network,Asia,jpn,Other non-profit organizations,http://dx.doi.org/10.13039/501100012004
25857,Fujikura Foundation,Asia,jpn,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012005
25858,Conchita Rábago Foundation,Europe,esp,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012006
25859,Montemadrid Foundation,Europe,esp,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012007
25860,The Grzybowski Foundation,Europe,pol,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012008
25861,Hitachi Global Foundation,Asia,jpn,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012009
25862,Hosokawa Foundation,Asia,jpn,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012010
25863,ICHR,Asia,ind,National government,http://dx.doi.org/10.13039/501100012011
25864,Kanamori Foundation,Asia,jpn,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012012
25865,Kazuchika Okura Memorial Foundation,Asia,jpn,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012013
25866,Kieikai Research Foundation,Asia,jpn,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012014
25867,Kwame Nkrumah University of Science and Technology,Africa,gha,Local government,http://dx.doi.org/10.13039/501100012015
25868,Nipponham Foundation for the Future of Food,Asia,jpn,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012016
25869,Noguchi Institute,Africa,gha,Local government,http://dx.doi.org/10.13039/501100012017
25870,REFOST,Asia,jpn,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012018
25871,Research Foundation for the Electrotechnology of Chubu,Asia,jpn,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012019
25872,Sekisui Chemical,Asia,jpn,For-profit companies (industry),http://dx.doi.org/10.13039/501100012020
25873,Societatea Națională de Gaze Naturale Romgaz,Europe,rou,Local government,http://dx.doi.org/10.13039/501100012021
25874,SRUT,Asia,jpn,Associations and societies (private and public),http://dx.doi.org/10.13039/501100012022
25875,Stichting Sanquin Bloedvoorziening,Europe,nld,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012023
25876,Stordalen Foundation,Europe,nor,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012024
25877,Tateishi Science and Technology Foundation,Asia,jpn,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012025
25878,Tokyu Foundation for a Better Environment,Asia,jpn,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012026
25879,Towa Foundation for Food Science and Research,Asia,jpn,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012027
25880,Netherlands Thrombosis Foundation,Europe,nld,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012028
25881,Tsuchiya Foundation,Asia,jpn,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012029
25882,Yakult,Asia,jpn,For-profit companies (industry),http://dx.doi.org/10.13039/501100012030
25883,Invernizzi Foundation,Europe,ita,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012032
25884,Japanese Dermatological Association,Asia,jpn,Associations and societies (private and public),http://dx.doi.org/10.13039/501100012033
25885,Karnatak University,Asia,ind,Local government,http://dx.doi.org/10.13039/501100012034
25886,Latin American Network for Research on Bioactive Natural Compounds,Americas,bol,Associations and societies (private and public),http://dx.doi.org/10.13039/501100012035
25887,Lotte Foundation,Asia,jpn,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012036
25888,Ministère des Outre Mers,Europe,fra,National government,http://dx.doi.org/10.13039/501100012038
25889,Department of Tourism and Culture,Oceania,aus,Local government,http://dx.doi.org/10.13039/501100012039
25890,Jack.org,Americas,can,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012040
25891,Versus Arthritis,Europe,gbr,Other non-profit organizations,http://dx.doi.org/10.13039/501100012041
25892,SafeWork NSW,Oceania,aus,Local government,http://dx.doi.org/10.13039/501100012048
25893,State Insurance Regulatory Authority,Oceania,aus,Local government,http://dx.doi.org/10.13039/501100012049
25894,Insurance and Care NSW,Oceania,aus,Local government,http://dx.doi.org/10.13039/501100012052
25895,Hoyu Science Foundation,Asia,sgp,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012069
25896,Centre for Bio-composite and Biomaterial Processing,Americas,can,Local government,http://dx.doi.org/10.13039/501100012089
25897,Programme de réglementation de la qualité de l'air,Americas,can,National government,http://dx.doi.org/10.13039/501100012090
25898,Thames Valley Primary Care Research Partnership,Europe,gbr,National government,http://dx.doi.org/10.13039/501100012091
25899,Huai'an College of Information Technology,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012092
25900,FIR-HUVH,Europe,esp,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012093
25901,La fédération Enfants Cancers Santé,Europe,fra,National government,http://dx.doi.org/10.13039/501100012094
25902,L’association Les 111 des Arts,Europe,fra,Associations and societies (private and public),http://dx.doi.org/10.13039/501100012095
25903,Association Pour la Recherche et L'enseignement en Pathologie,Europe,fra,Associations and societies (private and public),http://dx.doi.org/10.13039/501100012096
25904,Association Vaincre le Mélanome,Europe,fra,Associations and societies (private and public),http://dx.doi.org/10.13039/501100012097
25905,EPS,Europe,fra,Associations and societies (private and public),http://dx.doi.org/10.13039/501100012098
25906,IITG,Asia,ind,Local government,http://dx.doi.org/10.13039/501100012099
25907,AIL,Europe,ita,Associations and societies (private and public),http://dx.doi.org/10.13039/501100012100
25908,SIES,Europe,ita,Associations and societies (private and public),http://dx.doi.org/10.13039/501100012101
25909,Nissan Global Foundation,Asia,jpn,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012102
25910,Stiftelsen Cause,Europe,swe,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012103
25911,Gahlins Foundation,Europe,swe,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012104
25912,"Science and Technology Bureau, Huai’an Municipal Government",Asia,chn,Local government,http://dx.doi.org/10.13039/501100012105
25913,Isagen S.A.,Americas,col,For-profit companies (industry),http://dx.doi.org/10.13039/501100012106
25914,Fondation CentraleSupélec,Europe,fra,International organizations,http://dx.doi.org/10.13039/501100012107
25915,RSI Professions Libérales Province,Europe,fra,National government,http://dx.doi.org/10.13039/501100012108
25916,TARA,Asia,jpn,Local government,http://dx.doi.org/10.13039/501100012109
25917,Province of Noord-Brabant,Europe,nld,Local government,http://dx.doi.org/10.13039/501100012110
25918,Norwegian Institute for Water Research,Europe,nor,Local government,http://dx.doi.org/10.13039/501100012111
25919,Swedish Orphan Biovitrum,Europe,swe,For-profit companies (industry),http://dx.doi.org/10.13039/501100012112
25920,中国航天科技集团有限公司,Asia,chn,National government,http://dx.doi.org/10.13039/501100012129
25921,Aviation Science Fund of China,Asia,chn,National government,http://dx.doi.org/10.13039/501100012130
25922,Liaoning Provincial Science and Technology Department,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012131
25923,Maritime Safety Administration of the People’s Republic of China,Asia,chn,National government,http://dx.doi.org/10.13039/501100012132
25924,State Key Laboratory of Coal Combustion,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012133
25925,江苏省农业气象重点实验室,Asia,chn,Research institutes and centers,http://dx.doi.org/10.13039/501100012134
25926,Jiangxi Normal University,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012135
25927,Beijing Key Lab of Fine Ceramics,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012136
25928,Key Laboratory of Quark and Lepton Physics,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012137
25929,BFU,Asia,chn,Universities (academic only),http://dx.doi.org/10.13039/501100012138
25930,University of Chinese Academy of Sciences Education Foundation,Asia,chn,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012139
25931,Wuhan Textile University,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012140
25932,CIAE,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012141
25933,XAU,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012142
25934,Agricultural University of Hebei Province,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012143
25935,Agricultural University of Hebei,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012144
25936,Shenyang Normal University,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012145
25937,Jilin Agricultural Science and Technology University,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012146
25938,Major National Scientific Instrument and Equipment Development Project,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012149
25939,Shanghai Leading Academic Discipline Project,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012150
25940,“sanming” project of medicine in Shenzhen,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012151
25941,National Postdoctoral Program for Innovative Talents,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012152
25942,National Soybean Industrial Technology System of China,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012153
25943,Scientific Innovation Research Foundation of College Graduate in Jiangsu Province,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012154
25944,NIMAD,Asia,irn,Local government,http://dx.doi.org/10.13039/501100012155
25945,Shenzhen Key Technical program,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012156
25946,Shanghai Key Discipline Construction Project,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012157
25947,"ICS, CAAS",Asia,chn,Research institutes and centers,http://dx.doi.org/10.13039/501100012158
25948,Κέντρο Έρευνας για τις Ανθρωπιστικές Επιστήμες,Europe,grc,Other non-profit organizations,http://dx.doi.org/10.13039/501100012159
25949,ASEF,Asia,sgp,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012160
25950,EAES,Europe,nld,Associations and societies (private and public),http://dx.doi.org/10.13039/501100012161
25951,Munich Institute for Astro- and Particle Physics,Europe,deu,Other non-profit organizations,http://dx.doi.org/10.13039/501100012162
25952,Universität Innsbruck,Europe,aut,Universities (academic only),http://dx.doi.org/10.13039/501100012163
25953,National High-tech R&D Program (863 Program),Asia,chn,National government,http://dx.doi.org/10.13039/501100012164
25954,Key Technologies R&D Program,Asia,chn,National government,http://dx.doi.org/10.13039/501100012165
25955,National Basic Research Program of China,Asia,chn,National government,http://dx.doi.org/10.13039/501100012166
25956,National Key Science Projects Program,Asia,chn,National government,http://dx.doi.org/10.13039/501100012167
25957,Environment Building for Science and Technology Industries,Asia,chn,National government,http://dx.doi.org/10.13039/501100012168
25958,Mega-projects of Science Research for the 10th Five-Year Plan,Asia,chn,National government,http://dx.doi.org/10.13039/501100012169
25959,Project 985,Asia,chn,National government,http://dx.doi.org/10.13039/501100012170
25960,Double First Class University Plan,Asia,chn,National government,http://dx.doi.org/10.13039/501100012172
25961,CJFH,Asia,chn,Other non-profit organizations,http://dx.doi.org/10.13039/501100012173
25962,Philosophy and Social Science Foundation of Hunan Province,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012174
25963,Zhejiang Provincial Administration of Traditional Chinese Medicine,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012175
25964,Program of Introducing Talents of Discipline to Universities,Asia,chn,National government,http://dx.doi.org/10.13039/501100012176
25965,Программа Мега-грантов,Europe,rus,National government,http://dx.doi.org/10.13039/501100012189
25966,Ministry of Science and Higher Education of the Russian Federation,Europe,rus,National government,http://dx.doi.org/10.13039/501100012190
25967,淮安市科学技术局,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012209
25968,"Institute of Botany, Jiangsu Province and Chinese Academy of Sciences",Asia,chn,Research institutes and centers,http://dx.doi.org/10.13039/501100012210
25969,CDS,Asia,chn,Associations and societies (private and public),http://dx.doi.org/10.13039/501100012211
25970,Österreichische Diabetes Gesellschaft,Europe,aut,Associations and societies (private and public),http://dx.doi.org/10.13039/501100012212
25971,RSSDI,Asia,ind,Associations and societies (private and public),http://dx.doi.org/10.13039/501100012213
25972,Nanjing University of Finance and Economics,Asia,chn,Universities (academic only),http://dx.doi.org/10.13039/501100012215
25973,江苏科技大学坐,Asia,chn,Universities (academic only),http://dx.doi.org/10.13039/501100012216
25974,XZMU,Asia,chn,Universities (academic only),http://dx.doi.org/10.13039/501100012217
25975,Jiangsu Key Laboratory of New Drug Research and Clinical Pharmacy,Asia,chn,Research institutes and centers,http://dx.doi.org/10.13039/501100012218
25976,Jiangsu Province Key Laboratory of Anesthesiology,Asia,chn,Research institutes and centers,http://dx.doi.org/10.13039/501100012219
25977,Nanjing Audit University,Asia,chn,Universities (academic only),http://dx.doi.org/10.13039/501100012220
25978,JIT,Asia,chn,Research institutes and centers,http://dx.doi.org/10.13039/501100012221
25979,Jiangsu Second Normal University,Asia,chn,Universities (academic only),http://dx.doi.org/10.13039/501100012222
25980,JUST,Asia,chn,Universities (academic only),http://dx.doi.org/10.13039/501100012223
25981,XZIT,Asia,chn,Universities (academic only),http://dx.doi.org/10.13039/501100012224
25982,CAIQ,Asia,chn,Research institutes and centers,http://dx.doi.org/10.13039/501100012225
25983,Fundamental Research Fund for the Central Universities,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012226
25984,Keenway Industries Limited,Asia,hkg,For-profit companies (industry),http://dx.doi.org/10.13039/501100012227
25985,Shenzhen Municipal Development and Reform Commission,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012228
25986,"Hefei Science Center, Chinese Academy of Sciences",Asia,chn,Research institutes and centers,http://dx.doi.org/10.13039/501100012229
25987,Water Resources Department of Guangdong Province,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012230
25988,Graduate Scientific Research and Innovation Foundation of Chongqing of PR China,Asia,chn,Universities (academic only),http://dx.doi.org/10.13039/501100012231
25989,National Key Clinical Specialty Construction Programs of China,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012232
25990,Shenzhen Peacock Plan Team,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012234
25991,Shenzhen Human Resources and Social Security Bureau,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012235
25992,Beijing Institute of Technology Research Fund Program for Young Scholars,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012236
25993,Beijing Advanced Innovation Center for Intelligent Robots and Systems,Asia,chn,Universities (academic only),http://dx.doi.org/10.13039/501100012237
25994,"Economy, Trade and Information Commission of Shenzhen Municipality",Asia,chn,Local government,http://dx.doi.org/10.13039/501100012238
25995,Major Project of Technological Innovation Special Fund of Hubei Province,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012239
25996,Academic Excellence Foundation of BUAA for PHD Students,Asia,chn,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012240
25997,"Collaboration and Innovation of Guangzhou City, University and Research Institute",Asia,chn,Local government,http://dx.doi.org/10.13039/501100012241
25998,Program of Shanghai Subject Chief Scientist,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012242
25999,Foundation for Distinguished Young Talents in Higher Education of Guangdong in China,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012243
26000,Science and Technology Projects of Guangdong Province,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012245
26001,PAPD,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012246
26002,Program of Shanghai Academic Research Leader,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012247
26003,Collaborative Innovation Center for Modern Science and Technology and Industrial Development of Jiangxi Traditional Medicine,Asia,chn,Other non-profit organizations,http://dx.doi.org/10.13039/501100012248
26004,JXUTCM,Asia,chn,Universities (academic only),http://dx.doi.org/10.13039/501100012249
26005,Cooperation Program of Qinghai Province,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012250
26006,Finnmarkssykehuset HF,Europe,nor,Local government,http://dx.doi.org/10.13039/501100012251
26007,Fujian Province Innovation and Entrepreneurship Talents,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012252
26008,Guangxi University,Asia,chn,Universities (academic only),http://dx.doi.org/10.13039/501100012253
26009,Henning och Johan Throne-Holsts Stiftelse,Europe,nor,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012254
26010,ICCPP,Asia,chn,Research institutes and centers,http://dx.doi.org/10.13039/501100012255
26011,IRR,Europe,che,Research institutes and centers,http://dx.doi.org/10.13039/501100012256
26012,Key Laboratory of Trustworthy Distributed Computing and Service,Asia,chn,Research institutes and centers,http://dx.doi.org/10.13039/501100012257
26013,Major Discipline Academic and Technical Leaders Training Program of Jiangxi Province,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012259
26014,Ministry of Public Safety and Security,Asia,kor,National government,http://dx.doi.org/10.13039/501100012260
26015,MOIS,Asia,kor,National government,http://dx.doi.org/10.13039/501100012261
26016,"Nanjing Institute of Geology and Paleontology, Chinese Academy of Sciences",Asia,chn,Research institutes and centers,http://dx.doi.org/10.13039/501100012262
26017,National Institute of Industrial Engineering,Asia,ind,Research institutes and centers,http://dx.doi.org/10.13039/501100012263
26018,Norwegian School of Sport Sciences,Europe,nor,Universities (academic only),http://dx.doi.org/10.13039/501100012264
26019,Norsk Fysioterapeutforbund,Europe,nor,Associations and societies (private and public),http://dx.doi.org/10.13039/501100012265
26020,Norsk Revmatikerforbund,Europe,nor,Associations and societies (private and public),http://dx.doi.org/10.13039/501100012266
26021,Omsk State Technical University,Europe,rus,Universities (academic only),http://dx.doi.org/10.13039/501100012267
26022,Proteomass Scientific Society,Europe,prt,Associations and societies (private and public),http://dx.doi.org/10.13039/501100012268
26023,Science and Technology Innovative Research Team in Higher Educational Institutions of Hunan Province,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012269
26024,Shaanxi Key Science and Technology Innovation Team Project,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012270
26025,Shenzhen Fundamental Research Fund,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012271
